date,item,quantity,unit_price,discount,cash,bank,sales,pay_type,month
10/29/2020,185/70/14 JOYROAD,2,9700,0,0,0,19400,Cash,10
10/29/2020,215/60/16 BOTO,2,13800,0,0,0,27600,Cash,10
10/29/2020,215/60/16 SUNFULL,2,13400,0,50000,89900,26800,Cash,10
10/29/2020,205/60/16 BOTO,2,12800,0,0,0,25600,Cash,10
10/30/2020,225/45/17 WINDA,2,15500,0,31000,0,31000,Cash,10
10/30/2020,205/65/15 SUNFULL,2,12500,0,0,250000,25000,Cash,10
10/30/2020,195/60/15 BOTO,2,10700,0,0,0,21400,Cash,10
10/30/2020,225/50/17 BOTO,2,15500,0,0,0,31000,Cash,10
10/30/2020,195/65/15 BOTO,3,11000,0,0,0,33000,Cash,10
10/30/2020,205/65/15 SUNFULL,2,12500,0,120000,126000,25000,Cash,10
10/30/2020,195/15C SUNFULL,2,16800,0,0,67200,33600,Transfer,10
10/30/2020,195/60/15 BOTO,2,10700,0,0,0,21400,Cash,10
10/30/2020,185/14C SUNFULL,2,14000,0,0,0,28000,Cash,10
10/30/2020,205/60/16 BOTO,2,13000,0,0,0,26000,Cash,10
10/31/2020,205/65/15 SUNFULL,3,12500,0,0,0,37500,Cash,10
10/31/2020,185/70/14 SUNFULL,1,9700,0,0,0,9700,Cash,10
10/31/2020,185/70/14 JOYROAD,3,9700,0,0,0,29100,Cash,10
10/31/2020,195/65/15 SUNFULL,2,10700,0,0,0,21400,Cash,10
10/31/2020,205/60/16 SUNFULL,2,12700,0,2100,121000,25400,Cash,10
10/31/2020,195/65/15 SUNFULL,2,10700,0,0,0,21400,Cash,10
2/11/2020,185/70/14 SUNFULL,2,9700,0,97000,0,19400,Cash,11
2/11/2020,235/70/16 JOYROAD,2,19000,0,0,0,38000,Cash,11
3/11/2020,205/65/15 WINDA,2,14000,0,56000,0,28000,Cash,11
3/11/2020,215/60/16 BOTO,2,13800,0,0,0,27600,Credit Sales,11
3/11/2020,205/60/16 BOTO,2,13000,0,0,268000,26000,Credit Sales,11
3/11/2020,195/60/15 BOTO,2,10700,0,0,0,21400,Transfer,11
3/11/2020,195/65/15 SUNFULL,2,10700,0,0,0,22000,Transfer,11
3/11/2020,195/65/15 BOTO,2,11000,0,33000,0,33000,Cash,11
4/11/2020,245/45/17 JOYROAD,2,16500,0,29000,0,29000,Cash,11
4/11/2020,195/65/15 BOTO,2,14500,0,216000,0,144000,Cash,11
4/11/2020,315/80/22.5 616 WELLPLUS,2,72000,0,0,0,176000,Cash,11
4/11/2020,12.00/20 GALLANT,2,88000,0,0,0,144000,Cash,11
4/11/2020,315/80/22.5 FA 808 FRIDERIC,2,72000,0,0,0,188000,Transfer,11
4/11/2020,385/65/22.5 FRIDERIC,2,94000,0,292000,0,146000,Cash,11
4/11/2020,315/80/22.5 FA 808 FRIDERIC,2,73000,0,0,0,188000,Cash,11
4/11/2020,385/65/22.5 FRIDERIC,2,94000,0,0,0,144400,Cash,11
4/11/2020,315/80/22.5 FA 606 FRIDERIC,2,72200,0,0,0,176000,Cash,11
4/11/2020,12.00/20 GALLANT,2,88000,0,0,0,145000,Cash,11
4/11/2020,315/80/22.5 FA 808 FRIDERIC ,2,72500,0,192000,0,96000,Cash,11
4/11/2020,265/70/19.5 COMPASSAL ,2,48000,0,0,0,21400,Transfer,11
5/11/2020,195/65/15 SUNFULL,2,10700,0,0,107000,21400,Cash,11
5/11/2020,195/65/15 SUNFULL,2,10700,0,38500,0,19400,Cash,11
6/11/2020,185/70/14 SUNFULL,2,9700,0,44000,0,22000,Cash,11
6/11/2020,195/60/15 BOTO ,2,11000,0,0,0,19400,Cash,11
7/11/2020,185/70/14 SUNFULL,2,9700,0,0,0,21400,Cash,11
7/11/2020,185/65/15 BOTO,2,10700,0,0,0,27600,Transfer,11
9/11/2020,215/60/16 BOTO,2,13800,0,0,0,25400,Transfer,11
9/11/2020,205/60/16 SUNFULL,2,12700,0,0,0,22000,Transfer,11
9/11/2020,195/65/15 WINDA,2,11000,0,0,0,28000,Transfer,11
9/11/2020,215/65/16 WINDA,2,14000,0,0,0,33000,Transfer,11
9/11/2020,195/15C TORQUE,2,16500,0,0,0,19000,Transfer,11
9/11/2020,185/65/14 JOYROAD,2,9500,0,0,0,22000,Transfer,11
9/11/2020,195/65/15 WINDA,2,11000,0,0,0,38000,Transfer,11
9/11/2020,235/70/16 JOYROAD,2,19000,0,0,0,21400,Cash,11
10/11/2020,195/60/15 BOTO,2,10700,0,0,0,32100,Cash,11
10/11/2020,195/70/14 SUNFULL,3,10700,0,0,0,21400,Cash,11
12/11/2020,185/65/15 WINDA,2,10700,0,130000,20100,27600,Cash,11
12/11/2020,215/60/16 BOTO,2,13800,0,67000,0,26800,Transfer,11
11/13/2020,215/60/16 SUNFULL,2,13400,0,0,0,26800,Cash,11
11/13/2020,215/60/16 SUNFULL,2,13400,0,0,0,27600,Cash,11
11/14/2020,215/60/16 BOTO,2,13800,0,0,0,26800,Cash,11
11/14/2020,215/60/16 SUNFULL,2,13400,0,95000,51800,38000,Cash,11
11/14/2020,235/70/16 JOYROAD,2,19000,0,57000,0,57000,Transfer,11
11/14/2020,235/70/16 JOYROAD,2,19000,0,0,0,38000,Transfer,11
11/14/2020,235/70/16 JOYROAD,2,19000,0,0,0,26800,Cash,11
11/14/2020,215/60/16 SUNFULL,2,13400,0,0,1015000,145000,Transfer,11
11/14/2020,315/80/22.5 FA 606 FRIDERIC,2,72500,0,0,725000,725000,Transfer,11
11/16/2020,TVS KING TVS TRICYCLE,1,725000,0,85600,0,21400,Cash,11
11/16/2020,185/70/14 BOTO,2,10700,0,0,0,19000,Cash,11
11/16/2020,155/12C SUNFULL,2,9500,0,0,0,38000,Cash,11
11/16/2020,235/70/16 JOYROAD,2,19000,0,80000,46900,42000,Cash,11
11/16/2020,215/60/16 BOTO,3,14000,0,0,0,38000,Credit Sales,11
11/16/2020,235/70/16 JOYROAD,2,19000,0,0,0,17000,Credit Sales,11
11/16/2020,185/70/13 SUNFULL,2,8500,0,85000,26600,28000,Credit Sales,11
11/16/2020,215/60/16 BOTO,2,14000,0,0,0,19200,Cash,11
11/16/2020,185/70/14 JOYROAD,2,9600,0,0,0,22000,Cash,11
11/16/2020,195/65/15 JOYROAD,2,11000,0,0,0,26000,Cash,11
11/16/2020,205/65/15 JOYROAD,2,13000,0,21400,0,21400,Cash,11
11/17/2020,185/65/15 JOYROAD,2,10700,0,10800,0,10800,Transfer,11
11/17/2020,185/70/14 BOTO,1,10800,0,0,0,26400,Others,11
11/17/2020,205/65/15 BOTO,2,13200,0,0,0,26000,Others,11
11/17/2020,205/65/15 JOYROAD,2,13000,0,0,0,19200,Others,11
11/17/2020,185/70/14 JOYROAD,2,9600,0,0,0,28000,Others,11
11/17/2020,215/65/16 BOTO,2,14000,0,0,0,21400,Others,11
11/17/2020,185/70/14 WINDA,2,10700,0,0,0,30000,Others,11
11/17/2020,225/45/17 JOYROAD,2,15000,0,0,0,40500,Cash,11
11/18/2020,205/60/16 BOTO,3,13500,0,0,0,27000,Cash,11
11/18/2020,205/65/15 BOTO,2,13500,0,0,0,23000,Cash,11
11/18/2020,195/65/15 BOTO,2,11500,0,0,0,22400,Cash,11
11/18/2020,195/65/15 JOYROAD,2,11200,0,0,0,26000,Cash,11
11/18/2020,205/60/16 JOYROAD,2,13000,0,291300,0,27000,Cash,11
11/18/2020,215/60/16 JOYROAD,2,13500,0,0,32000,32000,Transfer,11
11/18/2020,215/60/16 JOYROAD,2,16000,0,11000,0,11000,Others,11
11/18/2020,195/70/14 JOYROAD,1,11000,0,0,78000,156000,Cash,11
11/18/2020,315/80/22.5 FA 818 FRIDERIC,2,78000,0,0,0,27000,Cash,11
11/19/2020,205/65/15 BOTO,2,13500,0,0,0,26000,Cash,11
11/19/2020,205/65/15 JOYROAD,2,13000,0,0,0,19600,Cash,11
11/19/2020,185/70/14 JOYROAD,2,9800,0,0,0,22000,Cash,11
11/19/2020,195/65/15 JOYROAD,2,11000,0,0,0,22400,Transfer,11
11/19/2020,195/65/15 JOYROAD,2,11200,0,0,0,26000,Transfer,11
11/19/2020,205/60/16 JOYROAD,2,13000,0,0,0,148000,Cash,11
11/19/2020,315/80/22.5 FA 616 FRIDERIC,2,74000,0,40000,88000,148000,Credit Sales,11
11/20/2020,315/80/22.5 616 WELLPLUS,2,74000,0,0,0,20000,Cash,11
11/21/2020,185/70/14 JOYROAD,2,10000,0,0,0,22400,Cash,11
11/21/2020,195/65/15 JOYROAD,2,11200,0,0,0,46000,Cash,11
11/21/2020,235/60/18 WINDA,2,23000,0,0,0,27000,Cash,11
11/21/2020,205/65/15 BOTO,2,13500,0,0,0,22400,Credit Sales,11
11/21/2020,195/65/15 JOYROAD,2,11200,0,26000,56000,26000,Credit Sales,11
11/21/2020,205/60/16 JOYROAD,2,13000,0,26000,56000,484000,Credit Sales,11
11/23/2020,185/70/14 JOYROAD,2,10500,0,21000,0,21000,Credit Sales,11
11/23/2020,205/65/15 BOTO,2,13800,0,0,0,27600,Transfer,11
11/23/2020,385/65/22.5 FRIDERIC,2,102000,0,102000,0,204000,Cash,11
11/24/2020,185/70/14 WINDA,2,11500,0,0,230000,23000,Transfer,11
11/24/2020,195/65/15 JOYROAD,2,11500,0,0,0,23000,Cash,11
11/25/2020,205/60/16 JOYROAD,2,13500,0,0,54000,27000,Cash,11
11/25/2020,195/65/15 BOTO,2,11800,0,0,0,23600,Cash,11
11/26/2020,225/70/16 BOTO,2,18500,0,0,0,37000,Credit Sales,11
11/26/2020,225/55/17 JOYROAD,2,15500,0,0,62000,31000,Cash,11
11/26/2020,205/60/16 BOTO,2,13700,0,205500,0,27400,Transfer,11
11/26/2020,195/65/15 JOYROAD,2,11500,0,0,0,23000,Cash,11
11/26/2020,205/60/16 BOTO,2,13800,0,0,0,27600,Cash,11
11/26/2020,225/55/17 JOYROAD,2,15500,0,0,0,31000,Cash,11
11/26/2020,195/65/15 JOYROAD,2,11500,0,44800,133400,23000,Cash,11
11/26/2020,195/60/15 JOYROAD,2,11200,0,0,0,22400,Others,11
11/26/2020,215/60/16 SUNFULL,2,13800,0,55200,0,27600,Cash,11
11/26/2020,225/70/16 BOTO,2,19000,0,0,0,38000,Credit Sales,11
11/27/2020,205/55/16 JOYROAD,1,12800,0,0,0,12800,Transfer,11
11/27/2020,205/65/15 JOYROAD,2,13500,0,0,0,27000,Transfer,11
11/27/2020,215/55/17 JOYROAD,2,15000,0,0,0,30000,Transfer,11
11/27/2020,155/12C JOYROAD,2,9300,0,219800,0,18600,Transfer,11
11/27/2020,205/60/16 BOTO,2,13800,0,0,0,27600,Cash,11
11/27/2020,205/60/16 JOYROAD,2,13500,0,17800,92000,27000,Cash,11
11/27/2020,315/80/22.5 FA 808 FRIDERIC,2,79000,0,0,0,158000,Transfer,11
11/27/2020,315/80/22.5 FA 616 FRIDERIC,2,79000,0,0,790000,158000,Transfer,11
11/27/2020,315/80/22.5 FA 808 FRIDERIC,2,79000,0,0,0,158000,Cheque,11
11/27/2020,315/80/22.5 FA 616 FRIDERIC,2,79000,0,0,0,158000,Cheque,11
11/27/2020,11.00/20 DOUPRO,2,86000,0,0,0,172000,Cheque,11
11/27/2020,11.00/20 DOUPRO,2,86000,0,0,0,172000,Cash,11
11/27/2020,315/80/22.5 FA 868 FRIDERIC,2,90000,0,0,1440000,180000,Cheque,11
11/27/2020,12.00/20 GALLANT,2,100000,0,0,0,200000,Credit Sales,11
11/27/2020,315/80/22.5 FA 808 FRIDERIC,2,82000,0,0,0,164000,Cash,11
11/27/2020,315/80/22.5 FA 808 FRIDERIC,2,80000,0,0,800000,160000,Transfer,11
1/12/2020,195/65/15 BOTO,2,11700,0,0,0,23400,Others,12
1/12/2020,215/60/16 JOYROAD,2,14300,0,0,0,28600,Cash,12
1/12/2020,205/60/16 JOYROAD,2,13800,0,150000,187200,27600,Cash,12
1/12/2020,185/70/14 BOTO,2,12000,0,0,0,24000,Credit Sales,12
1/12/2020,195/65/15 BOTO,2,12500,0,0,0,25000,Credit Sales,12
1/12/2020,215/60/16 WINDA,2,14500,0,0,0,29000,Credit Sales,12
2/12/2020,225/55/17 JOYROAD,2,15000,0,150000,0,30000,Cash,12
2/12/2020,215/60/16 JOYROAD,2,14300,0,0,0,28600,Cash,12
9/12/2020,215/70/16 WINDA,2,16000,0,0,128000,32000,Transfer,12
9/12/2020,185/70/14 WINDA,2,12000,0,0,0,24000,Credit Sales,12
12/15/2020,185/70/14 CACHLAND,2,11500,0,0,0,23000,Transfer,12
12/15/2020,195/65/15 SUNFULL,2,12500,0,0,0,25000,Transfer,12
12/16/2020,225/45/17 CACHLAND,2,15500,0,0,0,31000,Others,12
12/16/2020,215/60/16 SUNFULL,2,14500,0,0,0,29000,Others,12
12/16/2020,205/65/15 SUNFULL,2,14800,0,0,0,29600,Others,12
12/16/2020,185/70/14 CACHLAND,2,11500,0,0,0,23000,Others,12
12/16/2020,205/65/15 SUNFULL,2,15000,0,0,0,30000,Others,12
12/16/2020,185/70/14 CACHLAND,2,11500,0,0,0,23000,Others,12
12/17/2020,185/70/14 CACHLAND,2,11500,0,35000,80000,23000,Credit Sales,12
12/17/2020,185/70/14 CACHLAND,2,11500,0,115000,0,23000,Cash,12
12/21/2020,185/70/14 CACHLAND,2,11500,0,0,92000,23000,Transfer,12
12/21/2020,225/60/17 BOTO,2,17000,0,0,0,34000,Transfer,12
12/21/2020,185/70/13 SUNFULL,2,8500,0,0,0,17000,Transfer,12
12/21/2020,185/70/14 CACHLAND,2,11500,0,0,131000,23000,Transfer,12
12/22/2020,215/60/16 SUNFULL,2,14500,0,0,58000,29000,Transfer,12
12/22/2020,205/65/15 BOTO,2,15500,0,0,0,31000,Cash,12
12/22/2020,205/65/15 JOYROAD,2,15000,0,0,0,30000,Cash,12
12/22/2020,185/70/14 BOTO,2,12000,0,0,0,24000,Cash,12
12/22/2020,225/60/16 BOTO,2,16500,0,0,0,33000,Cash,12
12/22/2020,235/55/18 JOYROAD,2,22000,0,0,0,44000,Cash,12
12/22/2020,225/50/17 JOYROAD,2,16000,0,143000,871000,32000,Cash,12
12/22/2020,185/70/14 CACHLAND,2,11500,0,70000,45000,23000,Cash,12
12/22/2020,205/65/15 BOTO,2,15800,0,0,0,31600,Transfer,12
12/22/2020,205/65/15 JOYROAD,2,15500,0,0,313000,31000,Transfer,12
12/23/2020,235/60/18 BOTO,2,22500,0,0,225000,45000,Transfer,12
12/23/2020,205/65/15 JOYROAD,2,15300,0,0,0,30600,Others,12
12/23/2020,185/70/14 JOYROAD,2,11800,0,0,0,23600,Others,12
12/23/2020,225/50/17 JOYROAD,2,16000,0,0,0,32000,Others,12
12/23/2020,225/45/17 JOYROAD,2,16000,0,0,0,32000,Others,12
12/23/2020,215/65/16 JOYROAD,2,16000,0,0,0,32000,Others,12
12/23/2020,205/55/16 JOYROAD,2,14000,0,0,0,28000,Others,12
12/23/2020,225/55/17 JOYROAD,2,17000,0,0,0,34000,Others,12
12/23/2020,245/45/17 JOYROAD,2,20000,0,0,0,40000,Others,12
12/23/2020,205/65/15 JOYROAD,2,15300,0,0,0,30600,Others,12
12/24/2020,215/60/16 SUNFULL,2,17000,0,34000,0,34000,Others,12
12/24/2020,205/60/16 JOYROAD,2,14000,0,0,0,28000,Others,12
12/30/2020,215/60/16 SUNFULL,2,15000,0,30000,0,30000,Cash,12
12/30/2020,205/60/16 JOYROAD,2,14300,0,28600,0,28600,Cash,12
12/30/2020,185/70/14 JOYROAD,2,12000,0,10000,110000,24000,Cash,12
12/30/2020,275/45/20 JOYROAD,2,30000,0,0,120000,60000,Transfer,12
12/30/2020,225/65/17 BOTO,2,18500,0,0,185000,37000,Transfer,12
12/30/2020,225/55/17 BOTO,2,17000,0,0,0,34000,Transfer,12
5/1/2021,185/70/14 BOTO,2,12500,0,0,125000,25000,Transfer,1
5/1/2021,185/70/14 JOYROAD,2,11800,0,0,0,23600,Transfer,1
5/1/2021,205/60/16 JOYROAD,0,14300,0,0,0,0,Transfer,1
5/1/2021,205/60/16 JOYROAD,2,14700,0,0,408000,29400,Transfer,1
6/1/2021,225/60/17 BOTO,2,17000,0,0,0,34000,Cash,1
6/1/2021,215/60/16 SUNFULL,2,14500,0,0,0,29000,Cash,1
8/1/2021,235/55/18 BOTO,2,22000,0,0,0,44000,Transfer,1
8/1/2021,245/55/19 JOYROAD,2,28000,0,0,0,56000,Transfer,1
8/1/2021,275/45/20 JOYROAD,2,30000,0,0,0,60000,Transfer,1
8/1/2021,155/12C JOYROAD,2,10000,0,0,0,20000,Transfer,1
9/1/2021,245/55/19 JOYROAD,2,28000,0,0,0,56000,Cash,1
9/1/2021,185/70/14 JOYROAD,2,11800,0,47200,0,23600,Credit Sales,1
11/1/2021,185/70/14 JOYROAD,2,11800,0,0,0,23600,Cash,1
11/1/2021,215/60/16 SUNFULL,2,15000,0,38500,315000,30000,Cash,1
11/1/2021,215/60/16 SUNFULL,2,15000,0,0,0,30000,Cash,1
11/1/2021,205/65/15 CACHLAND,2,16000,0,0,0,32000,Cash,1
12/1/2021,185/70/14 JOYROAD,2,11800,0,0,0,23600,Cash,1
12/1/2021,195/65/15 SUNFULL,2,12000,0,190000,0,24000,Cash,1
12/1/2021,215/60/16 SUNFULL,2,14900,0,0,0,29800,Others,1
12/1/2021,215/60/16 AUSTONE,2,15900,0,0,0,31800,Others,1
12/1/2021,205/65/15 CACHLAND,2,15400,0,0,0,30800,Others,1
12/1/2021,205/65/15 CONSTANCY,2,16400,0,0,0,32800,Others,1
12/1/2021,195/65/15 CACHLAND,2,12500,0,0,0,25000,Others,1
12/1/2021,185/70/14 JOYROAD,2,11800,0,0,0,23600,Others,1
12/1/2021,185/70/14 AUSTONE,2,13000,0,0,0,26000,Others,1
12/1/2021,205/60/16 CONSTANCY,2,14900,0,0,0,29800,Others,1
1/13/2021,215/60/16 SUNFULL,2,14700,0,27000,120000,29400,Transfer,1
1/13/2021,225/55/17 AUSTONE,2,18000,0,0,0,36000,Cheque,1
1/13/2021,195/15C AUSTONE,2,18500,0,0,0,37000,Cheque,1
1/13/2021,215/70/15 CONSTANCY,2,18000,0,0,0,36000,Cheque,1
1/13/2021,225/45/17 AUSTONE,2,17000,0,0,0,34000,Cheque,1
1/13/2021,205/60/16 AUSTONE,2,15000,0,0,0,30000,Others,1
1/13/2021,215/60/16 AUSTONE,2,16000,0,0,0,32000,Others,1
